Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Gauteng,Pretoria Central,registrations@royalschools.co.za,+27 (0) 12 324 1069,https://www.royalschools.co.za/queens-private-schools-pretoria.html,https://saprivateschools.co.za/listing/royal-primary-schools-queens-private/,Agricultural Management Practices,History,Agricultural Sciences,Dramatic Arts,Computer Applications Technology (CAT),7:00 am - 3:00 pm,"In 1993 the Fourie family started one of the first affordable private schools in South Africa. In many cases learners had limited opportunities to receive quality education. With an engrained passion for education, and the support of dedicated and loyal people, the Fouries have managed to establish and grow a successful organisation over the last 28 years.310 WF Nkomo St, Pretoria West, Pretoria, 0001, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:40 am local time","310 WF Nkomo St, Pretoria West, Pretoria, 0001, South Africa"
Gauteng,Johannesburg,info@orban.co.za,,,https://saprivateschools.co.za/listing/orban-private-pre-school/,Dual-Medium,English,CAPS,,Westdene,7:00 am - 3:00 pm,"Orban is a Christian based private primary and pre-primary school. The school accommodates Afrikaans and English children between the ages of 1 and 14. Orban is situated in Melville, and serves adjacent areas such as Northcliff, Auckland Park and Westdene. Some learners even come from as far as Florida and Roodepoort. Our school offers unique educational opportunities with a special focus on music, art and drama. For 5 years in a row, Orban Primary School has been award by the National Eisteddfod: ""Best overall achievement of schools in Johannesburg region.49 Winchester St, Westdene, Johannesburg, 2092, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:40 am local time","49 Winchester St, Westdene, Johannesburg, 2092, South Africa, South Africa"
Mpumalanga,Bethal,leboramath@yahoo.com,,,https://saprivateschools.co.za/listing/young-harvest-christian-high-school/,,Mpumalanga,,,,7:00 am - 3:00 pm,"This school's description is currently being updated and will appear within the near future.4 Andries Pretorius St, New Bethal East, Bethal, 2309, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:40 am local time","4 Andries Pretorius St, New Bethal East, Bethal, 2309, South Africa"
Kwazulu Natal,Pietermaritzburg,marketing@stjohnsdsg.com,https://www.bishops.org.za/,,https://saprivateschools.co.za/listing/st-johns-diocesan-primary-school-for-girls/,Information Technology,English,Life Sciences,African Languages,Physical Sciences,7:00 am - 3:00 pm,"St John's D.S.G. is an Anglican school in Pietermaritzburg open to girls from Grade RR to Grade 12. At St John's we celebrate and nurture spiritual, intellectual, emotional and physical potential. This enables us to engage with the complexities of, and contribute meaningfully to, our immediate and broader environment with integrity, insight and compassion. ? See Pietermaritzburg area on map to see other schools nearby. New England Rd, Scottsville, Pietermaritzburg, 3209, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:40 am local time","New England Rd, Scottsville, Pietermaritzburg, 3209, South Africa"
Limpopo,Polokwane,admin@northernacademy.co.za,,,https://saprivateschools.co.za/listing/northern-academy-primary-school/,Mechanical Technology,Information Technology,English,Music,African Languages,7:00 am - 3:00 pm,"We provide academic instruction to prepare a learner for a worthy and meaningful position in the community. Each learner must be known and instructed individually as to develop to his/her full potential. To provide all our staff with the necessary knowledge (in-house training, workshops, etc.) Our vision To provide for the learner's intellectual, physiological, physical and emotional needs. To cultivate in the learners an interest in educational instruction. To provide team and social activities to the benefit of the learners. To grant prizes and awards to the Academy of Meritorious Students. To motivate all staff to be dedicated, competent and to behave in a professional manner at all times. Northern Academy high school, Suid Street, Flora Park, Polokwane, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:40 am local time","Northern Academy high school, Suid Street, Flora Park, Polokwane, South Africa, South Africa"
Gauteng,Jhb East,info@creativekidsdaycare.co.za,,,https://saprivateschools.co.za/listing/creative-kids-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Creative Kids GROUP consists of private schools situated in Dinwiddie, Germiston, Johannesburg. Creative Kids GROUP was started in 2007 to provide kids with the service they deserve, with Creativity, Integrity and Diversity. Importance of early childhood development. The emotional, social and physical development of young children has a direct effect on their overall development and on the adult they will become. Consequently, understanding the need to invest in very young children is so important, so as to maximise their future well-being. Creative Kids GROUP aims to provide children with the best education; we strive to develop children in the best way possible in all learning fields. We will teach your child: Basic Shapes Colors The Alphabet Imaginative & Cooperative Play Fine Motor Skills Gross Motor Skills Social Skills & Independence Creative Kids GROUP is owned by the Directors Adv. Roberto and Corli Carratu, both schools have their own Principal who manages the school. Our Teachers have qualifications in Early Childhood Development as well as training in Basic First Aid, CPR and Choking.11 Woodkirk Rd, Dinwiddie, Germiston, 1401, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:40 am local time","11 Woodkirk Rd, Dinwiddie, Germiston, 1401, South Africa"
Limpopo,Groblersdal,secretarygcschool@gmail.com,,,https://saprivateschools.co.za/listing/groblersdal-christian-primary-school/,Visual Arts,Geography,Agricultural Management Practices,Dance Studies,Civil Technology,7:00 am - 3:00 pm,"Groblersdal Christian School was established in 1999 by Pastor Fanna Harmse. The school only had 4 students and was situated out on the farm of the Van Vuuren family. Susan van Vuuren was our first Supervisor. In 2000 we had 3 students in town and 11 students on the farm, with 2 Supervisors and 2 Monitors. Due to the growth of the school we moved to town and was situated in the hall of the AFM Church with 32 students. After the completion of the Lewende Woord church building the school moved to it. Because of constant growth of the school, a new school building was built and completed on the grounds of the Lewende Woord church by 2003. Mrs Veronica Steyn was appointed principal of the school in February 2006, we only had 38 learners at this point. We still occupied the school building at Lewende Woord church. As Christian Education was brought more and more to the doorstep of the public, applications came rolling in. In January 2007 the school opened with 48 students Our vision is to reach the nation, one child at a time.1 Muller St, Groblersdal, 0470, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:40 am local time","1 Muller St, Groblersdal, 0470, South Africa"
Gauteng,Sandton,principal@sandhurstprep.co.za,(011) 784 0452,https://sandhurstprep.co.za/,https://saprivateschools.co.za/listing/sandhurst-pre-school/,Co-Ed (Mixed),English,,Sandhurst,Grade RR,,"At Sandhurst Pre- & Preparatory College we as qualified teachers and educators, want to ensure that we afford all the boys and girls entrusted to our care the same opportunities that will create life long special memories to value and treasure as they grow. Our dedicated and passionate team of highly-skilled staff hold Bachelor and Honours degrees and all have specialised in education ensuring that your child is afforded access to a world-class education, in a unique school setting.81 Olympia Ave, Parkmore, Sandton, 2196, South AfricaMondayN/ATuesdayN/AWednesdayN/AThursdayN/AFridayN/ASaturdayClosedSundayClosed
							November 8, 2024 10:40 am local time","81 Olympia Ave, Parkmore, Sandton, 2196, South Africa"
Bela Bela,Bushveld town,info@academia.org.za,,,https://saprivateschools.co.za/listing/academia-private-primary-school/,Cambridge,,Bela Bela,Facebook,Twitter,7:00 am - 3:00 pm,"The mission of Academia Private School includes a commitment to responsible education. The Christian faith is the basis of all teaching, learning and educational activities, as well as planning, organization and management. Faith serves as the motivation of our ideals. In order to realize these ideals, an educational climate is created where very student and teacher can thrive to their full potential. Key principles are: Human Dignity Care for each other Individualization Compassion24 Ludorf St, Bela-Bela, 0480, South Africa24 Ludorf St, Bela-Bela, 0480, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:40 am local time","24 Ludorf St, Bela-Bela, 0480, South Africa"
Gauteng,Krugersdorp,info@ambulante.co.za,+27 11 954 3867,https://www.ambulante.co.za/,https://saprivateschools.co.za/listing/ambulante-academy-3/,Mathematics,Accounting,Music,Business Studies,Tourism,7:00 am - 3:00 pm,"In an ideal world, there would be mainstream schools where pupils are educated in a way that is understandable according to each pupil?s individual needs. Every pupil would be on the same level of education as their peers by the end of their school careers and would be able to pursue the same opportunities. At Ambulante Academy that scenario is already our reality. Ambulante Academy was inspired by the success story of a parent who refused to give up when her child was diagnosed with developmental challenges that would prevent him from coping with mainstream education. Our Story Ambulante Academy was inspired by the success story of a parent who refused to give up when her child was diagnosed with developmental challenges that would prevent him from coping with mainstream education. Through their challenging journey the owner was led by her Christian faith and found inspiration in two Bible verses.292 Voortrekker Rd, Noordheuwel, Krugersdorp, 1739, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:40 am local time","292 Voortrekker Rd, Noordheuwel, Krugersdorp, 1739, South Africa"
